State,No.,Facility Name,Full Address,Phone Number,District
Negeri Sembilan,23,KD Inas,"KD Inas,  Inas, 73100, Kuala Pilah, Negeri Sembilan",06-4369062,Kuala Pilah
Negeri Sembilan,24,KD Jambatan Serong,"KD Jambatan Serong, Bt.22, Jalan Seremban, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6138952 / 06-6473177,Jelebu
Negeri Sembilan,25,KD Jelai,"KD Jelai, Bahau, 72500, Kuala Pilah, Negeri Sembilan",06-4549382,Kuala Pilah
Negeri Sembilan,26,KD Jerang,"KD Jerang,  Simpang Durian, 72400, Jelebu, Negeri Sembilan",06-4914906,Jelebu
Negeri Sembilan,27,KD Jimah Lama,"KD Jimah Lama, Siliau, 71100, Seremban, Negeri Sembilan",06-7922300,Seremban
Negeri Sembilan,28,KD Kampung Bongek,"KD Kampung Bongek, JKR 35, Lot 951, Mukim Bongek, 71300, Rembau, Negeri Sembilan",06-6857379,Rembau
Negeri Sembilan,29,KD Kampung Jijan,"KD Kampung Jijan, Kg. Jijan, Jijan, 71900, Seremban, Negeri Sembilan",06-7914282,Seremban
Negeri Sembilan,30,KD Kampung Kepis,"KD Kampung Kepis,  Johol, 73100, Kuala Pilah, Negeri Sembilan",06-4512577,Kuala Pilah
Negeri Sembilan,31,KD Kampung Pulau,"KD Kampung Pulau, Labu, 71900, Seremban, Negeri Sembilan",06-7911822,Seremban
Negeri Sembilan,32,KD Kampung Tengah,"KD Kampung Tengah, Sri Menanti, 71550, Kuala Pilah, Negeri Sembilan",06-4888823,Kuala Pilah
Negeri Sembilan,33,KD Keru,"KD Keru, Tampin, 73000, Tampin, Negeri Sembilan",06-4414752,Tampin
Negeri Sembilan,34,KD Kg. Kuala Jempol,"KD Kg. Kuala Jempol, Jempol, 72200, Jempol, Negeri Sembilan",-,Jempol
Negeri Sembilan,35,KD Kuala Sawah,"KD Kuala Sawah, Rantau, 71200, Seremban, Negeri Sembilan",06-8941118,Seremban
Negeri Sembilan,36,KD Kundor,"KD Kundor, Kampung Kundur, Batu 8, 71300, Rembau, Negeri Sembilan",06-6979046,Rembau
Negeri Sembilan,37,KD Ladang Gaddes,"KD Ladang Gaddes, Bandar Seri Jempol, 72110, Jempol, Negeri Sembilan",06-4611869 / 06-4581667,Jempol
Negeri Sembilan,38,KD Lakai,"KD Lakai, Kampung Lakai, Simpang Durian, 72400, Jelebu, Negeri Sembilan",06-4914919,Jelebu
Negeri Sembilan,39,KD Lubok China,"KD Lubok China, JKR 110, Lot 2934, Mukim Pekan Lubuk China, 71300, Rembau, Negeri Sembilan",06-9667605,Rembau
Negeri Sembilan,40,KD Lui Barat,"KD Lui Barat, Jempol, 72120, Jempol, Negeri Sembilan",06-4676090,Jempol
Negeri Sembilan,41,KD Lui Selatan,"KD Lui Selatan, 7/82, Klinik Desa Lui Selatan, Bandar Seri Jempol, 72120, Jempol, Negeri Sembilan",06-4692127,Jempol
Negeri Sembilan,42,KD Lui Timur,"KD Lui Timur, Bandar Seri Jempol, 72120, Jempol, Negeri Sembilan",06-4692126,Jempol
Negeri Sembilan,43,KD Mambau,"KD Mambau, Mambau, 70300, Seremban, Negeri Sembilan",06-6325880,Seremban
Negeri Sembilan,44,KD Mantin Dalam,"KD Mantin Dalam, Mantin, 71700, Seremban, Negeri Sembilan",06-7584727,Seremban
Negeri Sembilan,45,KD Melang Tengah,"KD Melang Tengah ,  Kuala Pilah, 72000, Kuala Pilah, Negeri Sembilan",06-4814461,Kuala Pilah
Negeri Sembilan,46,KD Pajam,"KD Pajam, Mantin, 71700, Seremban, Negeri Sembilan",06-7584736,Seremban
Negeri Sembilan,47,KD Palong 1,"KD Palong 1, Jempol, 73440, Jempol, Negeri Sembilan",06-4628120,Jempol
Negeri Sembilan,48,"KD Palong 12,13","KD Palong 12,13, JKR 938, Gemas, 73470, Jempol, Negeri Sembilan",06-4669746,Jempol
Negeri Sembilan,49,"KD Palong 14,15,16","KD Palong 14,15,16, Pusat Bandar Palong, 73470, Jempol, Negeri Sembilan",06-4628120 / 06-4667273,Jempol
Negeri Sembilan,50,KD Palong 2,"KD Palong 2, Jempol, 73460, Jempol, Negeri Sembilan",06-4631524,Jempol
Negeri Sembilan,51,KD Palong 3,"KD Palong 3, Jempol, 73460, Jempol, Negeri Sembilan",06-4630482,Jempol
Negeri Sembilan,52,KD Pantai,"KD Pantai, Jalan Pantai, 71770, Seremban, Negeri Sembilan",06-7641067,Seremban
Negeri Sembilan,53,KD Pasir Besar,"KD Pasir Besar, Gemas, 73400, Tampin, Negeri Sembilan",06-4577849,Tampin
Negeri Sembilan,54,KD Pasoh 2,"KD Pasoh 2, Jempol, 72300, Jempol, Negeri Sembilan",06-4961903,Jempol
Negeri Sembilan,55,KD Pasoh 3,"KD Pasoh 3, Jempol, 72200, Jempol, Negeri Sembilan",06-4961921,Jempol
Negeri Sembilan,56,KD Pasoh 4 (KD Lama),"KD Pasoh 4 (KD Lama), Spg Pertang, 72300, Jelebu, Negeri Sembilan",06-4951292,Jelebu
Negeri Sembilan,57,KD Pedas Hilir,"KD Pedas Hilir, Jalan Kundor, Batu 4, 71400, Rembau, Negeri Sembilan",06-6857382,Rembau
Negeri Sembilan,58,KD Pelangi,"KD Pelangi, Kuala Pilah, 72000, Kuala Pilah, Negeri Sembilan",06-4817848,Kuala Pilah
Negeri Sembilan,59,KD Pengkalan Kempas,"KD Pengkalan Kempas, Linggi, 71150, Port Dickson, Negeri Sembilan",06-6979076,Port Dickson
Negeri Sembilan,60,KD Peradong,"KD Peradong, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6138832,Jelebu
Negeri Sembilan,61,KD Petaseh,"KD Petaseh,  Jelebu, 72300, Jelebu, Negeri Sembilan",06-4941939,Jelebu
Negeri Sembilan,62,KD Pilin,"KD Pilin, JKR 343, Lot 422, Mukim Pilin, 71300, Rembau, Negeri Sembilan",06-6979611,Rembau
Negeri Sembilan,63,KD Pulapah (PDRM),"KD Pulapah (PDRM), Jempol, 72120, Jempol, Negeri Sembilan",06-4684222,Jempol
Negeri Sembilan,64,KD Pulau Mampat,"KD Pulau Mampat, JKR 489, Lot 1655, Mukim Nerasau, 71350, Rembau, Negeri Sembilan",06-6857488,Rembau
Negeri Sembilan,65,KD Rangoi (KD Baru),"KD Rangoi (KD Baru), Simpang Durian, 72300, Jelebu, Negeri Sembilan",06-4914190,Jelebu
Negeri Sembilan,66,KD Rembang Panas,"KD Rembang Panas, Juasseh, 72500, Kuala Pilah, Negeri Sembilan",06-4984217,Kuala Pilah
Negeri Sembilan,67,KD Rompin,"KD Rompin, Jalan Bahau, Rompin, 73500, Jempol, Negeri Sembilan",06-4628120 / 06-4577225,Jempol
Negeri Sembilan,68,KD Sawah Raja,"KD Sawah Raja, JKR 109, Lot 3326, Mukim Titian Bintangor, 71350, Rembau, Negeri Sembilan",06-6967607,Rembau
Negeri Sembilan,69,KD Selamak,"KD Selamak, JKR 173, Lot 2039, Mukim Selemak, 71300, Rembau, Negeri Sembilan",06-6857380,Rembau
Negeri Sembilan,70,KD Semerbok,"KD Semerbok, JKR 361, Lot 1313, Mukim Semerbok, 71350, Rembau, Negeri Sembilan",06-4382401,Rembau
Negeri Sembilan,71,KD Sepri,"KD Sepri, Kampung Sepri, 71400, Rembau, Negeri Sembilan",06-6857387,Rembau
Negeri Sembilan,72,KD Serting Ilir,"KD Serting Ilir, Bahau, 72100, Jempol, Negeri Sembilan",06-4984214,Jempol
Negeri Sembilan,73,KD Serting Tengah,"KD Serting Tengah, Batu Kikir, 72200, Jempol, Negeri Sembilan",06-4984532,Jempol
Negeri Sembilan,74,KD Serting Ulu,"KD Serting Ulu, Simpang Pertang, 72300, Jempol, Negeri Sembilan",06-4920623,Jempol
Negeri Sembilan,75,KD Sg. Dua,"KD Sg. Dua, Kuala Pilah, 72000, Kuala Pilah, Negeri Sembilan",06-4810201,Kuala Pilah
Negeri Sembilan,76,KD Siliau,"KD Siliau, Kg. Siliau, 71200, Seremban, Negeri Sembilan",06-6943882,Seremban
Negeri Sembilan,77,KD Simpang Pertang,"KD Simpang Pertang, Jelebu, 72300, Jelebu, Negeri Sembilan",06-4920641,Jelebu
Negeri Sembilan,78,KD Sungai Jernih,"KD Sungai Jernih, Gemencheh, 73200, Tampin, Negeri Sembilan",06-4310682,Tampin
Negeri Sembilan,79,KD Sungai Kelamah,"KD Sungai Kelamah, Gemas, 73400, Tampin, Negeri Sembilan",06-4348978,Tampin
Negeri Sembilan,80,KD Sungai Lui,"KD Sungai Lui, Bandar Seri Jempol, 72120, Jempol, Negeri Sembilan",06-4691353,Jempol
Negeri Sembilan,81,KD Sungai Machang,"KD Sungai Machang, Lenggeng, 71750, Seremban, Negeri Sembilan",06-7584732,Seremban
Negeri Sembilan,82,KD Sungai Raya,"KD Sungai Raya,  Pasir Panjang, 73009, Port Dickson, Negeri Sembilan",06-6610318,Port Dickson
Negeri Sembilan,83,KD Talang,"KD Talang, Tanjong Ipoh, 71500, Kuala Pilah, Negeri Sembilan",06-4888815,Kuala Pilah
Negeri Sembilan,84,KD Tampin Linggi,"KD Tampin Linggi,  Linggi, 71150, Port Dickson, Negeri Sembilan",06-6979602,Port Dickson
Negeri Sembilan,85,KD Tanjong Ipoh,"KD Tanjong Ipoh, Tanjung Ipoh, 71500, Kuala Pilah, Negeri Sembilan",06-4888818,Kuala Pilah
Negeri Sembilan,86,KD Tebong,"KD Tebong, Tampin, 73009, Tampin, Negeri Sembilan",06-4310685,Tampin
Negeri Sembilan,87,KD Teluk Kemang,"KD Teluk Kemang, Pasir Panjang, 71050, Port Dickson, Negeri Sembilan",06-6628233,Port Dickson
Negeri Sembilan,88,KD Tengkek,"KD Tengkek, Batu Kikir, 72200, Kuala Pilah, Negeri Sembilan",06-4984607,Kuala Pilah
Negeri Sembilan,89,KD Ulu Beranang,"KD Ulu Beranang, Lenggeng, 71750, Seremban, Negeri Sembilan",03-8111011,Seremban
Negeri Sembilan,90,KD Ulu Jelebu,"KD Ulu Jelebu, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6139343,Jelebu
Negeri Sembilan,91,KD Ulu Juasseh,"KD Ulu Juasseh, Juasseh, 72500, Kuala Pilah, Negeri Sembilan",06-4817849,Kuala Pilah
Negeri Sembilan,92,KD Ulu Klawang,"KD Ulu Klawang, Bt.19, Jalan Seremban, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6139186,Jelebu
Negeri Sembilan,93,KD Ulu Pilah,"KD Ulu Pilah, Sri Menanti, 71550, Kuala Pilah, Negeri Sembilan",06-4979896,Kuala Pilah
Negeri Sembilan,94,KD Ulu Rokan,"KD Ulu Rokan, Gemencheh, 73200, Tampin, Negeri Sembilan",06-4310681,Tampin
Negeri Sembilan,95,KD Ulu Teriang,"KD Ulu Teriang, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6138952,Jelebu
Negeri Sembilan,96,KK Air Kuning Selatan,"KK Air Kuning Selatan, Gemencheh, 73200, Tampin, Negeri Sembilan",06-4478730 / 06-4478731,Tampin
Negeri Sembilan,97,KK Ampangan,"KK Ampangan, KM 4, Jalan Seremban-Kuala Pilah, 70400, Seremban, Negeri Sembilan",06-6788986,Seremban
Negeri Sembilan,98,KK Astana Raja,"KK Astana Raja, Kg. Astana Raja, Kota, 71300, Rembau, Negeri Sembilan",06-4382401,Rembau
Negeri Sembilan,99,KK Bagan Pinang,"KK Bagan Pinang, Batu 4, Jalan Pantai, 71050, Port Dickson, Negeri Sembilan",06-6473177,Port Dickson
Negeri Sembilan,100,KK Bahau,"KK Bahau, Bahau, 72100, Jempol, Negeri Sembilan",06-4541234,Jempol
Negeri Sembilan,101,KK Bandar Seri Jempol,"KK Bandar Seri Jempol, Bandar Seri Jempol, 72120, Jempol, Negeri Sembilan",06-4581667,Jempol
Negeri Sembilan,102,KK Bukit Pelanduk,"KK Bukit Pelanduk, Port Dickson, 71960, Port Dickson, Negeri Sembilan",06-6581964,Port Dickson
Negeri Sembilan,103,KK Bukit Rokan (Felda),"KK Bukit Rokan (Felda), Gemencheh, 73200, Tampin, Negeri Sembilan",06-4512600,Tampin
Negeri Sembilan,104,KK Chennah,"KK Chennah, Klinik Kesihatan Chennah, Kg. Chennah, 71650, Jelebu, Negeri Sembilan",06-6113369,Jelebu
Negeri Sembilan,105,KK Desa Rhu,"KK Desa Rhu, Sikamat, 70400, Seremban, Negeri Sembilan",06-7645561,Seremban
Negeri Sembilan,106,KK Felda LBJ,"KK Felda LBJ, LBJ, 71760, Seremban, Negeri Sembilan",06-7914282,Seremban
Negeri Sembilan,107,KK Gemas,"KK Gemas, Jalan Tok Sulong, Gemas, 73400, Tampin, Negeri Sembilan",07-9482352 / 07-9481562,Tampin
Negeri Sembilan,108,KK Gemencheh,"KK Gemencheh, Gemencheh, 73200, Tampin, Negeri Sembilan",06-4318304 / 06-4318251,Tampin
Negeri Sembilan,109,KK Gunung Pasir,"KK Gunung Pasir, Sri Menanti, 71550, Kuala Pilah, Negeri Sembilan",06- 4979245,Kuala Pilah
Negeri Sembilan,110,KK Jelai,"KK Jelai, Gemas, 73480, Tampin, Negeri Sembilan",06-4347488,Tampin
Negeri Sembilan,111,KK Jelebu,"KK Jelebu, Kuala Klawang, 71600, Jelebu, Negeri Sembilan",06-6139497,Jelebu
Negeri Sembilan,112,KK Johol,"KK Johol, Kuala Pilah, 73100, Kuala Pilah, Negeri Sembilan",06- 4367239,Kuala Pilah
Negeri Sembilan,113,KK Juasseh,"KK Juasseh, Kuala Pilah, 72500, Kuala Pilah, Negeri Sembilan",06- 4981581,Kuala Pilah
Negeri Sembilan,114,KK Kota,"KK Kota, Kota, 71300, Rembau, Negeri Sembilan",06-4382251,Rembau
Negeri Sembilan,115,KK Kuala Pilah,"KK Kuala Pilah, Kuala Pilah, 72000, Kuala Pilah, Negeri Sembilan",06- 4842844,Kuala Pilah
Negeri Sembilan,116,KK Kuarters KLIA,"KK Kuarters KLIA,  Nilai, 71800, Seremban, Negeri Sembilan",06-7913352,Seremban
Negeri Sembilan,117,KK Lenggeng,"KK Lenggeng, Lenggeng, 71750, Seremban, Negeri Sembilan",03-87667499,Seremban
Negeri Sembilan,118,KK Linggi,"KK Linggi, Daerah Port Dickson, 71050, Port Dickson, Negeri Sembilan",06-6970213,Port Dickson
Negeri Sembilan,119,KK Lui Muda,"KK Lui Muda, Bandar Sri Jempol, Bahau, 72120, Jempol, Negeri Sembilan",06-4691003,Jempol
Negeri Sembilan,120,KK Lukut,"KK Lukut, KM 10, Jalan Seremban, Lukut, 71010, Port Dickson, Negeri Sembilan",06-6511951,Port Dickson
Negeri Sembilan,121,KK Mantin,"KK Mantin, Jalan Besar Mantin, 71700, Seremban, Negeri Sembilan",06-7581242,Seremban
Negeri Sembilan,122,KK Nilai,"KK Nilai, Jalan Besar, Pekan Nilai, 71800, Seremban, Negeri Sembilan",06-7948581 / 8356,Seremban
Negeri Sembilan,123,KK Padang Lebar,"KK Padang Lebar, Batu Kikir, 72200, Kuala Pilah, Negeri Sembilan",06-4982667,Kuala Pilah
Negeri Sembilan,124,"KK Palong 4,5,6","KK Palong 4,5,6, Klinik Kesihatan Palong 4,5,6, Gemas, 73430, Jempol, Negeri Sembilan",06-4666433,Jempol
Negeri Sembilan,125,KK Palong 7&8(Felda),"KK Palong 7&8(Felda), Gemas, 73430, Jempol, Negeri Sembilan",06-4645549,Jempol
Negeri Sembilan,126,"KK Palong 9,10,11","KK Palong 9,10,11, JKR 861, Klinik Kesihatan Palong, 9,10,11, Gemas, 73430, Jempol, Negeri Sembilan",06-4668419,Jempol
Negeri Sembilan,127,KK Pasir Panjang,"KK Pasir Panjang, Pasir Panjang, 71250, Port Dickson, Negeri Sembilan",06-6619349,Port Dickson
Negeri Sembilan,128,KK Pasoh 1,"KK Pasoh 1, Pasoh 1, Simpang Pertang, 72300, Jelebu, Negeri Sembilan",06-4951272,Jelebu
Negeri Sembilan,129,KK Pedas,"KK Pedas, Pekan Pedas, 71400, Rembau, Negeri Sembilan",06-6851306,Rembau
Negeri Sembilan,130,KK Pertang,"KK Pertang, Simpang Pertang, 72300, Jelebu, Negeri Sembilan",06-4941287,Jelebu
Negeri Sembilan,131,KK Port Dickson,"KK Port Dickson, KM 1, Jalan Seremban, 71000, Port Dickson, Negeri Sembilan",06-6473333,Port Dickson
Negeri Sembilan,132,KK Rantau,"KK Rantau, Rantau, 71200, Seremban, Negeri Sembilan",06-6941274,Seremban
Negeri Sembilan,133,KK Rembau,"KK Rembau,  Jln Batu Hampar, 71300, Rembau, Negeri Sembilan",06-6852010,Rembau
Negeri Sembilan,134,KK Senaling,"KK Senaling, Kuala Pilah, 72000, Kuala Pilah, Negeri Sembilan",06- 4814479,Kuala Pilah
Negeri Sembilan,135,KK Senawang,"KK Senawang, Persiaran Senawang 2, 70450, Seremban, Negeri Sembilan",06-6766000,Seremban
Negeri Sembilan,136,KK Sendayan (Felda),"KK Sendayan (Felda), Felda Sendayan, 71950, Seremban, Negeri Sembilan",06-7922073,Seremban
Negeri Sembilan,137,KK Seremban,"KK Seremban, Jalan Rasah, 70300, Seremban, Negeri Sembilan",06-7679281,Seremban
Negeri Sembilan,138,KK Seremban 2,"KK Seremban 2, Jalan S2 A2, 70300, Seremban, Negeri Sembilan",06-6033700,Seremban
Negeri Sembilan,139,KK Serting Hilir,"KK Serting Hilir, Serting Hilir, Bandar Sri Jempol, 72120, Jempol, Negeri Sembilan",06-4683829,Jempol
Negeri Sembilan,140,KK Sikamat,"KK Sikamat, Klinik Kesihatan Sikamat, Jln. Tunku Kurshiah, 70400, Seremban, Negeri Sembilan",06-7613075,Seremban
Negeri Sembilan,141,KK Simpang Durian,"KK Simpang Durian, Simpang Durian, 72400, Jelebu, Negeri Sembilan",06-4914522,Jelebu
Negeri Sembilan,142,KK Sri Menanti,"KK Sri Menanti, Sri Menanti, 71550, Kuala Pilah, Negeri Sembilan",06-4979581,Kuala Pilah
Negeri Sembilan,143,KK Tampin,"KK Tampin, Tampin, 73000, Tampin, Negeri Sembilan",06-4431806 / 06-4415462,Tampin
Negeri Sembilan,144,KK Terachi,"KK Terachi, Tanjong Ipoh, 71500, Kuala Pilah, Negeri Sembilan",06-4887202,Kuala Pilah
Negeri Sembilan,145,KK Titi,"KK Titi, Jelebu, 71650, Jelebu, Negeri Sembilan",06-6111398,Jelebu
Negeri Sembilan,146,KK UTC Seremban,"KK UTC Seremban, Uda Mall Sbd Bhd, No.G-05 & G-06, Tingkat GF (Ground Floor), UTC N. Sembilan & Angsana Seremban, Jln. Seremban, Kuala Pilah, 70400, Seremban, Negeri Sembilan",06-7604399,Seremban
Pahang,1,KD Bandar 2,"KD Bandar 2, 26640 Paloi Hinai, Pahang, 26640, Pekan, Pahang",09-5467609,Pekan
Pahang,2,KD Batu 8 Lepar,"KD Batu 8 Lepar, 26650 Batu 8, Lepar Pekan, Pahang, 26650, Pekan, Pahang",09-5686328,Pekan
Pahang,3,KD Batu Balai,"KD Batu Balai, 27300 Bt. Balai, Pahang, 27300, Jerantut, Pahang",09-2665333,Jerantut
Pahang,4,KD Batu Malim,"KD Batu Malim, 27610 Batu Malim, Pahang, 27610, Raub, Pahang",09-3697919,Raub
Pahang,5,KD Belimbing,"KD Belimbing, 26650 Kampong Belimbing, Pahang, 26650, Maran, Pahang",09-5468784,Maran
Pahang,6,KD Bertang,"KD Bertang, 27200 Bkt Betong K.Lipis, Pahang, 27200, Lipis, Pahang",09-3314100,Lipis
Pahang,7,KD Bohor Baru,"KD Bohor Baru, 28200 Bera, Pahang, 28200, Bera, Pahang",09-2494287,Bera
Pahang,8,KD Bolok,"KD Bolok, 28500 Bolok, Temerloh, Pahang, 28500, Temerloh, Pahang",09-2804331,Temerloh
Pahang,9,KD Bukit Damar,"KD Bukit Damar, 28500 Bukit Damar, Temerloh, Pahang, 28500, Temerloh, Pahang",09-2804321,Temerloh
Pahang,10,KD Bukit Dinding,"KD Bukit Dinding, 27000 Bukit Dinding , Pahang, 27000, Jerantut, Pahang",09-2667942,Jerantut
Pahang,11,KD Bukit Fraser,"KD Bukit Fraser, 49000 Bukit Fraser, Pahang, 49000, Raub, Pahang",09-3622482,Raub
Pahang,12,KD Bukit Genting,"KD Bukit Genting, 27000 Jerantut, Pahang, 27000, Jerantut, Pahang",09-2669961,Jerantut
Pahang,13,KD Bukit Kelulut,"KD Bukit Kelulut, 28000 Kelulut, Temerloh, Pahang, 28000, Temerloh, Pahang",09-2963755,Temerloh
Pahang,14,KD Bukit Kepayang,"KD Bukit Kepayang, 28300 Triang, Bera, Pahang, 28300, Bera, Pahang",09-2489160,Bera
Pahang,15,KD Bukit Kuantan,"KD Bukit Kuantan, 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",09-5686337,Kuantan
Pahang,16,KD Bukit Kuin,"KD Bukit Kuin, 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",09-5479946,Kuantan
Pahang,17,KD Bukit Nikmat,"KD Bukit Nikmat, 26400 Bukit Nikmat, Pahang, 26400, Jerantut, Pahang",09-3011992,Jerantut
Pahang,18,KD Bukit Pampong,"KD Bukit Pampong, 27600 Ulu Gali, Pahang, 27600, Raub, Pahang",09-3670001,Raub
Pahang,19,KD Bukit Puchong,"KD Bukit Puchong, 28320 Triang, Bera, Pahang, 28320, Bera, Pahang",09-2450487,Bera
Pahang,20,KD Bukit Sagu 1,"KD Bukit Sagu 1, 26050 Kuantan, Pahang, 26050, Kuantan, Pahang",09-5679545,Kuantan
Pahang,21,KD Bukit Sagu 4 & 5,"KD Bukit Sagu 4 & 5, Peti Surat 331, 25740 Kuantan, 25740, Kuantan, Pahang",09-5673313,Kuantan
Pahang,22,KD Bukit Serok,"KD Bukit Serok, 26900 Bukit Serok, Bdr Tun Razak, Pahang, 26900, Rompin, Pahang",09-4530592,Rompin
Pahang,23,KD Bukit Tajau (Felda),"KD Bukit Tajau (Felda), 26500 Maran, Pahang, 26500, Maran, Pahang",09-4775977,Maran
Pahang,24,KD Bukit Tinggi,"KD Bukit Tinggi, 28750 Bentong, Pahang, 28750, Bentong, Pahang",09-2330841,Bentong
Pahang,25,KD Buluh Nipis,"KD Buluh Nipis, 26700 Muadzam Shah, Rompin, Pahang, 26700, Rompin, Pahang",09-4531642,Rompin
Pahang,26,KD Caruk Puting,"KD Caruk Puting, 28000 Temerloh, Pahang, 28000, Temerloh, Pahang",09-2972028,Temerloh
Pahang,27,KD Cenderawasih,"KD Cenderawasih, 26700 Cenderawasih, Rompin, Pahang, 26700, Rompin, Pahang",09-4470074,Rompin
Pahang,28,KD Chendor,"KD Chendor, 26080 Kuantan, Pahang, 26080, Kuantan, Pahang",09-5513890,Kuantan
Pahang,29,KD Cherating,"KD Cherating, 28080 Kuantan, Pahang, 28080, Kuantan, Pahang",09-5819707,Kuantan
Pahang,30,KD Cherok Paloh,"KD Cherok Paloh, 26610 Kuantan, Pahang, 26610, Kuantan, Pahang",011-999297,Kuantan
Pahang,31,KD Cini 2,"KD Cini 2, 26690 Felda Chini 2, Pahang, 26690, Pekan, Pahang",09-4569767,Pekan
Pahang,32,KD Cini 3 (R.Peneroka),"KD Cini 3 (R.Peneroka), 26690 Felda Chini 3, Pahang, 26690, Pekan, Pahang",09-4568370,Pekan
Pahang,33,KD Cini Timur (R.Peneroka),"KD Cini Timur (R.Peneroka), 26690 Felda Chini Timor, Pahang, 26690, Pekan, Pahang",09-4571494,Pekan
Pahang,34,KD Desa Bakti,"KD Desa Bakti, 28000 Desa Bakti, Temerloh, Pahang, 28000, Temerloh, Pahang",09-2793978,Temerloh
Pahang,35,KD Desa Murni,"KD Desa Murni, 28020 Desa Murni, Temerloh, Pahang, 28020, Temerloh, Pahang",09-2847077,Temerloh
Pahang,36,KD Durian Tawar,"KD Durian Tawar, 28200 Bera, Pahang, 28220, Bera, Pahang",09-2446146,Bera
Pahang,37,KD Felda Chegar Perah,"KD Felda Chegar Perah, 27200 Chegar Perah, Pahang, 27200, Lipis, Pahang",09-3141005,Lipis
Pahang,38,KD Felda Kecau,"KD Felda Kecau, Padang Tengku,27100  Lipis, Pahang, 27100, Lipis, Pahang",09-3262004,Lipis
Pahang,39,KD Gali Hilir,"KD Gali Hilir, 27600 Raub, Pahang, 27600, Raub, Pahang",09-3659007,Raub
Pahang,40,KD Ganchong,"KD Ganchong, 26600 Kampong Ganchong, Pahang, 26600, Pekan, Pahang",09-5680060,Pekan
Pahang,41,KD Gementi,"KD Gementi, 28700 Bentong, Pahang, 28700, Bentong, Pahang",09-2221245,Bentong
Pahang,42,KD Gesing,"KD Gesing, 27400 Gesing, Raub, Pahang, 27400, Raub, Pahang",09-3698133,Raub
Pahang,43,KD Gusai,"KD Gusai, Kg, Gusai Hulu Tembeling, 27020, Jerantut, Pahang",-,Jerantut
Pahang,44,KD Jambu Rias,"KD Jambu Rias, 28600 Karak, Pahang, 28600, Bentong, Pahang",09-2381411,Bentong
Pahang,45,KD Janda Baik,"KD Janda Baik, Kg. Janda Baik, 28750 Bentong, Pahang, 28750, Bentong, Pahang",09-2330449,Bentong
Pahang,46,KD Jenderak Selatan (Felda),"KD Jenderak Selatan (Felda), 28050 Jenderak Selatan, Temerloh, Pahang, 28050, Temerloh, Pahang",09-2861390,Temerloh
Pahang,47,KD Jenderak Utara,"KD Jenderak Utara, 28050 Jenderak Utara, Temerloh, Pahang, 28050, Temerloh, Pahang",09-2861432,Temerloh
Pahang,48,KD Jengka 1,"KD Jengka 1, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4717181,Maran
Pahang,49,KD Jengka 10,"KD Jengka 10, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4661398,Maran
Pahang,50,KD Jengka 11,"KD Jengka 11, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4675110,Maran
Pahang,51,KD Jengka 12,"KD Jengka 12, 26430 Jengka 12, Pahang, 26430, Jerantut, Pahang",09-4863551,Jerantut
Pahang,52,KD Jengka 13,"KD Jengka 13, 26430 Jengka 13, Pahang, 26430, Jerantut, Pahang",09-4863491,Jerantut
Pahang,53,KD Jengka 14,"KD Jengka 14, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4661392,Maran
Pahang,54,KD Jengka 15,"KD Jengka 15, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4661178/ 09-4666178,Maran
Pahang,55,KD Jengka 16,"KD Jengka 16, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4662955,Maran
Pahang,56,KD Jengka 17,"KD Jengka 17, 28000 Pekan Awah, Pahang, 28000, Maran, Pahang",09-4851811,Maran
Pahang,57,KD Jengka 18,"KD Jengka 18, 28000 Pekan Awah, Maran, Pahang, 28000, Maran, Pahang",09-4851810,Maran
Pahang,58,KD Jengka 19,"KD Jengka 19, 28000 Pekan Awah, Pahang, 28000, Maran, Pahang",09-4851812,Maran
Pahang,59,KD Jengka 20,"KD Jengka 20, 28000 Pekan Awah, Pahang, 28000, Maran, Pahang",09-4675457,Maran
Pahang,60,KD Jengka 21,"KD Jengka 21, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4862731,Maran
Pahang,61,KD Jengka 23,"KD Jengka 23, 28000 Jengka 23, Temerloh, Pahang, 26400, Maran, Pahang",09-4851605,Maran
Pahang,62,KD Jengka 24,"KD Jengka 24, 26420 Jengka 24, Pahang, 26420, Jerantut, Pahang",09-4863091,Jerantut
Pahang,63,KD Jengka 25,"KD Jengka 25, 28000 Jengka 25, Maran, Pahang, 28000, Temerloh, Pahang",09-4862505,Temerloh
Pahang,64,KD Jengka 3,"KD Jengka 3, 26400 Bandar Jengka, Pahang, 26400, Maran, Pahang",09-4766099,Maran
