State,No.,Facility Name,Full Address,Phone Number
Kelantan,52,KD Kalai,"KD Kalai, Kampung Kalai, 17520, Jeli, 17520, Jeli, Kelantan",09-9450169
Kelantan,53,KD Kampung Besar,"KD Kampung Besar, Kampung Besar, 16700, Pasir Puteh, Kelantan",09-7527814
Kelantan,54,KD Kampung Binjai (Labok),"KD Kampung Binjai (Labok), Pulau Chondong, Machang, 18500, Machang, Kelantan",09-7871185
Kelantan,55,KD Kampung Bukit,"KD Kampung Bukit, Kampung Bukit, 16250 Tumpat, 16200, Tumpat, Kelantan",09-7195015
Kelantan,56,KD Kampung Bukit Jering,"KD Kampung Bukit Jering, Kampung Bukit Jering, 17510 Kuala Balah, Jeli, 17510, Jeli, Kelantan",09-9361566
Kelantan,57,KD Kampung Chenulang,"KD Kampung Chenulang, Kampung Chenulang, Wakil Pos Rpt Chenulang, 18000, Kuala Krai, Kelantan",09-9774107
Kelantan,58,KD Kampung Jakar,"KD Kampung Jakar, Jalan Paloh Rawa Kg Pek, 18500, Machang, Kelantan",09-9765628
Kelantan,59,KD Kampung Joh,"KD Kampung Joh, Labok, Machang, 18500, Machang, Kelantan",09-7871193
Kelantan,60,KD Kampung Laut,"KD Kampung Laut, Kampung Laut, 16040 Tumpat, 16040, Tumpat, Kelantan",09-7257430
Kelantan,61,KD Kampung Lembah,"KD Kampung Lembah, Kampung Lembah, 16700 Pasir Puteh, 16700, Pasir Puteh, Kelantan",09-7520941
Kelantan,62,KD Kampung Pulai,"KD Kampung Pulai, Kampung Pulai, 18500, Gua Musang, Kelantan",010-5726380
Kelantan,63,KD Kampung Simpul Belubang,"KD Kampung Simpul Belubang, Jalan Joh, 18500, Machang, Kelantan",09-9752457
Kelantan,64,KD Kampung Takil,"KD Kampung Takil, Jalan Dewan, 18500, Machang, Kelantan",09-9765990
Kelantan,65,KD Kemahang 3,"KD Kemahang 3, Felda Kemahang, Tanah Merah, 17500, Tanah Merah, Kelantan",09-9570192
Kelantan,66,KD Kemerok,"KD Kemerok, Jalan Pantai Sabak-Kota Bharu, 16100 Kota Bharu, 16100, Kota Bharu, Kelantan",09-7714044/ 09-7732161
Kelantan,67,KD Kemubu,"KD Kemubu, Kampung Kemubu, 18000, Kuala Krai, Kelantan",09-9339003
Kelantan,68,KD Kemumin,"KD Kemumin, Jalan Pantai Sabak, 16100 Kota Bharu, 16100, Kota Bharu, Kelantan",09-7714045
Kelantan,69,KD Kepala Batas,"KD Kepala Batas, Kepala Batas, 16300, Bachok, Kelantan",09-7528022
Kelantan,70,KD Kok Keli,"KD Kok Keli, Kok Keli, 16040, Tumpat, Kelantan",09-7251542
Kelantan,71,KD Kok Pasir,"KD Kok Pasir, Kok Pasir, 16200, Tumpat, Kelantan",09-7251060
Kelantan,72,KD Kolam,"KD Kolam, Kampung Kolam Mahligai, 16400, Bachok, Kelantan",09-7530745
Kelantan,73,KD Kuala Gris,"KD Kuala Gris, Kampung Kuala Gris, 18000, Kuala Krai, Kelantan",09-9339004
Kelantan,74,KD Kuala Long,"KD Kuala Long, Sungai Long, 17520, Jeli, Kelantan",09-9450167
Kelantan,75,KD Kuala Nal,"KD Kuala Nal, Kampung Kuala Nal, Jalan Kuala Krai Batu 39 , 18000, Kuala Krai, Kelantan",09-9774590
Kelantan,76,KD Kuala Sungai,"KD Kuala Sungai, Kuala Sungai, Gua Musang, 18300, Gua Musang, Kelantan",09-7732142
Kelantan,77,KD Kuala Tiga,"KD Kuala Tiga, Gual Ipoh Tanah Merah, 17500, Tanah Merah, Kelantan",09-9661728
Kelantan,78,KD Kuau,"KD Kuau, Kampung Beris Kubur Besar, 16300, Bachok, Kelantan",09-7780685
Kelantan,79,KD Kubang Kiat,"KD Kubang Kiat, Jalan Dewan Beta, 16450, Kota Bharu, Kelantan",09-7123020
Kelantan,80,KD Kubor Datu,"KD Kubor Datu, Jalan Sungai Sam-Dabong-Jeli, 17510, Jeli, Kelantan",09-9362566
Kelantan,81,KD Kulim,"KD Kulim, Kampung Kulim, Gual Ipoh Tanah Merah, 16800, Tanah Merah, Kelantan",09-9770199
Kelantan,82,KD Kusial Baru,"KD Kusial Baru, Kg Kusial Bharu Tanah Merah, 17500, Tanah Merah, Kelantan",09-9775270
Kelantan,83,KD Kutan,"KD Kutan, Kutan, 16250, Tumpat, Kelantan",09-7196905
Kelantan,84,KD Lalang Pepuyu,"KD Lalang Pepuyu, Kg Lalang Pepuyu Jln Panglima Bayu, Rantau Panjang, Tanah Merah, 17500, Tanah Merah, Kelantan",09-9570194
Kelantan,85,KD Lati,"KD Lati, Jalan Kota Bharu-Pengkalan Kubor, 17000, Pasir Mas, Kelantan",09-7916448
Kelantan,86,KD Lawang,"KD Lawang,  Kg. Lawang Batu Gajah Tanah Merah, 17500, Tanah Merah, Kelantan",09-9570193
Kelantan,87,KD Legeh,"KD Legeh, Jalan Sungai Sam-Debong-Jeli, 17700, Jeli, Kelantan",09-9469066
Kelantan,88,KD Lubok Setol,"KD Lubok Setol, Jalan Lubok Setol, 17200, Pasir Mas, Kelantan",09-7953525
Kelantan,89,KD Lubok Tapah,"KD Lubok Tapah, Kampung Lubok Tapah, 17000, Pasir Mas, Kelantan",09-7903350
Kelantan,90,KD Melawi,"KD Melawi, Melawi, 16300, Bachok, Kelantan",09-7780689
Kelantan,91,KD Melor,"KD Melor, Kampung Melor, Jalan Gunong, 16400, Kota Bharu, Kelantan",09-7834331
Kelantan,92,KD Mentuan,"KD Mentuan, Sering, Kota Bharu, 16150, Kota Bharu, Kelantan",09-7666742
Kelantan,93,KD Morak,"KD Morak, Morak, 16250, Tumpat, Kelantan",09-7198939
Kelantan,94,KD Nibong,"KD Nibong, Kg. Nibong Jalan Tanah Merah- Jeli Tanah Merah, 17500, Tanah Merah, Kelantan",09-9469067
Kelantan,95,KD Padang Mandol,"KD Padang Mandol, Padang Mandol, 16200, Tumpat, Kelantan",09-7181735
Kelantan,96,KD Padang Rokma,"KD Padang Rokma, Padang Rokma, 16250, Tumpat, Kelantan",09-7196902
Kelantan,97,KD Palekbang,"KD Palekbang, Palekbang, 16250, Tumpat, Kelantan",09-7194904
Kelantan,98,KD Paloh 1 (Kesedar),"KD Paloh 1 (Kesedar), Felda Paloh 1, 18300 Gua Musang, 18300, Gua Musang, Kelantan",010-5795912
Kelantan,99,KD Paloh 3 (Kesedar),"KD Paloh 3 (Kesedar), Felda Paloh 3, 18300 Gua Musang, 18300, Gua Musang, Kelantan",010-5795910
Kelantan,100,KD Paloh Rawa,"KD Paloh Rawa, Jalan Limau Hantu, 18400 Temangan, 18400, Machang, Kelantan",09-9752633/ 09-9765946
Kelantan,101,KD Panggong Lalat,"KD Panggong Lalat, Panggong Lalat, 18300, Gua Musang, Kelantan",010-5726379
Kelantan,102,KD Pangkal Kalong,"KD Pangkal Kalong, Jln Kuala Krai-Kota Bharu, 16400, Kota Bharu, Kelantan",09-7886426
Kelantan,103,KD Panglima Bayu,"KD Panglima Bayu, Kg. Panglima Bayu, Bt. 14 Jalan Tanah Merah-Jeli, Batu Gajah Tanah Merah, 17500, Tanah Merah, Kelantan",09-9582388
Kelantan,104,KD Pantai Baru,"KD Pantai Baru, Jalan Pantai Baru, 16300, Bachok, Kelantan",09-7780684
Kelantan,105,KD Pantai Kundor,"KD Pantai Kundor, Jln Kuala Besar-Kota Bharu, 15350, Kota Bharu, Kelantan",09-7711323
Kelantan,106,KD Pasir Dusun,"KD Pasir Dusun, Jalan Sungai Sam-Debong-Jeli, 17600, Jeli, Kelantan",09-9441092
Kelantan,107,KD Pasir Kelang,"KD Pasir Kelang, Jalan Kuala Krai, 18000, Kuala Krai, Kelantan",09-9775179
Kelantan,108,KD Pauh Lima,"KD Pauh Lima, Kampung Pauh Lima, Jalan Kuala Kerai, 16090, Bachok, Kelantan",09-7832986
Kelantan,109,KD Pauh Sembilan,"KD Pauh Sembilan, Beris Kubu Besar, 16020, Bachok, Kelantan",09-7768578
Kelantan,110,KD Pendok,"KD Pendok, Kampung Pendok, 17520, Jeli, Kelantan",09-9450032
Kelantan,111,KD Pengkalan Datu,"KD Pengkalan Datu, Jln Pengkalan Datu, Sering, Kota Bharu, 16150, Kota Bharu, Kelantan",09-7666746/ 09-7768545
Kelantan,112,KD Pengkalan Feri,"KD Pengkalan Feri, Kg Seberang Pasir Mas, Salor, Kota Bharu, 16450, Kota Bharu, Kelantan",09-7012333/ 09-7907244
Kelantan,113,KD Pengkalan Nangka,"KD Pengkalan Nangka, Pengkalan Nangka, 16200, Tumpat, Kelantan",09-7213299
Kelantan,114,KD Peralla,"KD Peralla, Kg. Peralla Gual Ipoh Tanah Merah, 17500, Tanah Merah, Kelantan",09-9500010
Kelantan,115,KD Perasu,"KD Perasu, Jalan Perasu, 18300, Gua Musang, Kelantan",010-5726378
Kelantan,116,KD Permatang Sungkai,"KD Permatang Sungkai, Kampung Permatang Sungkai, Pasir Puteh, 16800, Pasir Puteh, Kelantan",09-7521032
Kelantan,117,KD Perupok,"KD Perupok, Perupok, 16300, Bachok, Kelantan",09-7780657
Kelantan,118,KD Pintu Gerbang,"KD Pintu Gerbang, Kampung Pintu Gerbang, Beris Panchor, 16020, Bachok, Kelantan",09-7768573
Kelantan,119,KD Pohon Buloh,"KD Pohon Buloh, Jalan Meranti, 17000, Pasir Mas, Kelantan",09-7964378
Kelantan,120,KD Pohon Tanjung,"KD Pohon Tanjung, Jalan Hospital, 17010, Pasir Mas, Kelantan",09-7975905
Kelantan,121,KD Pulau Tongkang,"KD Pulau Tongkang, Pulau Tongkang, 16200, Tumpat, Kelantan",09-7410052
Kelantan,122,KD Rahmat,"KD Rahmat, Jalan Panji, 17200, Pasir Mas, Kelantan",09-7980053
Kelantan,123,KD Rekang,"KD Rekang, Rekang, 16300, Bachok, Kelantan",09-7780688
Kelantan,124,KD Renok Baru,"KD Renok Baru, Kampung Renok Baru, Desa Sri Intan, Renok Baru, Km 14 Lebuhraya Gua Musang, 18300, Gua Musang, Kelantan",010-5726376
Kelantan,125,KD Repek,"KD Repek, Kampung Repek, 17000, Pasir Mas, Kelantan",09-7964379
Kelantan,126,KD Salor,"KD Salor, Jalan Kota Bharu-Salor, Kota Bharu, 15100, Kota Bharu, Kelantan",09-7012845/ 09-7911404
Kelantan,127,KD Simpangan,"KD Simpangan, Simpangan, 16200, Tumpat, Kelantan",09-7213289
Kelantan,128,KD Sri Mahligai,"KD Sri Mahligai, Kampung, Dusun Durian, Seri Mahligai Dabong, 18000, Kuala Krai, Kelantan",09-9339001
Kelantan,129,KD Sungai Mengkuang,"KD Sungai Mengkuang, Kampung Sungai Mengkuang, 18000, Kuala Krai, Kelantan",09-9341102
Kelantan,130,"KD Sungai Pas 
(Sri Kenangan)","KD Sungai Pas 
(Sri Kenangan), Sungai Pas, 18000, Kuala Krai, Kelantan",09-9666326
Kelantan,131,KD Sungai Satan,"KD Sungai Satan , Kampung Sungai Satan, 17700, Jeli, Kelantan",09-9461401
Kelantan,132,KD Sungai Sok,"KD Sungai Sok, Kampung Sungai Sok, 18000, Kuala Krai, Kelantan",09-9340117
Kelantan,133,KD Sungai Terah (RPT),"KD Sungai Terah (RPT), Jalan Sungai Terah, 18300, Gua Musang, Kelantan",010-5726375
Kelantan,134,KD Tasek Pauh,"KD Tasek Pauh, Kampung Tasek Pauh, Pasir Puteh, 16810, Pasir Puteh, Kelantan",09-7532159
Kelantan,135,KD Tawang,"KD Tawang, Jalan Raja Sakti, 16020, Bachok, Kelantan",09-7768520
Kelantan,136,KD Telaga Ara,"KD Telaga Ara, Jalan Berangan, 16090, Bachok, Kelantan",09-7529020
Kelantan,137,KD Telekong,"KD Telekong, Kampung Telekong, Jalan Kuala Krai , 18000, Kuala Krai, Kelantan",09-9755585
Kelantan,138,KD Telosan,"KD Telosan, Kampung Telosan, Pasir Puteh, 16800, Pasir Puteh, Kelantan",09-9775201
Kelantan,139,KD Tikat,"KD Tikat, Jalan PCB Badang, Kota Bharu, 15200, Kota Bharu, Kelantan",09-7442406
Kelantan,140,KD Tok Bali,"KD Tok Bali, Kg. Tok Bali, Pasir Puteh, 16700, Pasir Puteh, Kelantan",09-7521067
Kelantan,141,KD Tujoh,"KD Tujoh, Tujoh, 16200, Tumpat, Kelantan",09-7213293
Kelantan,142,KD Ulu Kusial,"KD Ulu Kusial, Ulu Kusial, 17500, Tanah Merah, Kelantan",09-9775268
Kelantan,143,KD Wakaf Aik,"KD Wakaf Aik, Kampung Wakaf Aik, 16020 Bachok, 16020, Bachok, Kelantan",09-7768530
Kelantan,144,KD Wakaf Bata,"KD Wakaf Bata, Jalan Tanah Merah, Machang, 18500, Machang, Kelantan",09-9765925
Kelantan,145,KD Wakaf Bunut,"KD Wakaf Bunut, Kampung Wakaf Bunut, Pasir Puteh, 16810, Pasir Puteh, Kelantan",09-7532167
Kelantan,146,KD Wakaf Raja,"KD Wakaf Raja, Jalan Pasir Putih-Jerteh, Kampung Wakaf Raja, 16800, Pasir Puteh, Kelantan",09-7521030
Kelantan,147,KK Aring 2,"KK Aring 2, Aring, 18300, Gua Musang, Kelantan",09-9286333
Kelantan,148,KK Ayer Lanas,"KK Ayer Lanas, Ayer Lanas, 17700, Jeli, Kelantan",09-9468333
Kelantan,149,KK Bachok,"KK Bachok, 16300 Bachok, 16300, Bachok, Kelantan",09-7789333
Kelantan,150,KK Badang,"KK Badang, Jalan PCB, 15350 Kota Bharu, 15350, Kota Bharu, Kelantan",09-7730333
Kelantan,151,KK Bahagia,"Jalan Kuala Krai, 18000 Kuala Krai",017-9578437
Kelantan,152,KK Balai,"KK Balai, 16300 Bachok, 16300, Bachok, Kelantan",09-7767206
Kelantan,153,KK Bandar Kota Bharu,"KK Bandar Kota Bharu, Jalan Hospital, 15586 Kota Bharu, 15586, Kota Bharu, Kelantan",09-7475770
Kelantan,154,KK Bandar Kuala Krai,"KK Bandar Kuala Krai, KKB Jalan Pintas, 18000, Kuala Krai, Kelantan",09-9605667
Kelantan,155,KK Bandar Pasir Mas,"KK Bandar Pasir Mas, Bandar Pasir Mas, 17000, Pasir Mas, Kelantan",09-7901333
Kelantan,156,KK Bandar Tumpat,"KK Bandar Tumpat , Bandar Tumpat , 16200, Tumpat, Kelantan",09-7255500
Kelantan,157,KK Banggol Judah,"KK Banggol Judah, Jln. Machang-Pasir puteh, Machang, 18500, Machang, Kelantan",09-9766544
Kelantan,158,KK Banggol Pa' Esah,"KK Banggol Pa' Esah, Kampung Banggul Pa'Esah, Pasir Puteh, 16800, Pasir Puteh, Kelantan",09-7521031
Kelantan,159,KK Batang Merbau,"KK Batang Merbau, Klinik Kesihatan Batang Merbau, Tanah Merah, 17500, Tanah Merah, Kelantan",09-9582387
Kelantan,160,KK Batu 30,"KK Batu 30, Jalan Kuala Krai, 18500 Machang, 18500, Machang, Kelantan",09-9752355/ 09-9752833
Kelantan,161,KK Batu Gajah,"KK Batu Gajah,  Batu 13, Jalan Tanah Merah-Jeli 17510 Tanah Merah, 17510, Tanah Merah, Kelantan",09-9581033/ 09-9581036
Kelantan,162,KK Batu Melintang,"KK Batu Melintang, Kampung Batu Melintang, 17520 Batu Melintang, 17520, Jeli, Kelantan",09-9447233
Kelantan,163,KK Batu Mengkebang,"KK Batu Mengkebang, Mengkebang, 18000, Kuala Krai, Kelantan",09-9609290
Kelantan,164,KK Belimbing,"KK Belimbing, Kg Belimbing, 17500 Tanah Merah, 17500, Tanah Merah, Kelantan",09-9555330
Kelantan,165,KK Bendang Kerian,"KK Bendang Kerian, Bendang Kerian, 16200, Tumpat, Kelantan",09-7253539
Kelantan,166,KK Berek,"KK Berek, Jalan Bukit Marak, 16450 Kota Bharu, 16450, Kota Bharu, Kelantan",09-7650105
Kelantan,167,KK Beris,"KK Beris, Kubor Besar, 16300 Bachok, 16300, Bachok, Kelantan",09-7788633
Kelantan,168,KK Beris Panchor,"KK Beris Panchor, 16020 Tawang, Bachok, 16020, Bachok, Kelantan",09-7767358
Kelantan,169,KK Bertam Baru,"KK Bertam Baru, Bertam Baru, 18300, Gua Musang, Kelantan",09-9126626
Kelantan,170,KK Biak,"KK Biak, Biak, 18000, Kuala Krai, Kelantan",09-9339002
Kelantan,171,KK Bukit Bakar,"KK Bukit Bakar, Batu 30, Machang, 18500, Machang, Kelantan",09-7870107
Kelantan,172,KK Bukit Bunga,"KK Bukit Bunga, Kg Bukit Bunga, Jalan Tanah Merah-Jeli, 17500 Tanah Merah, 17500, Tanah Merah, Kelantan",09-9469068
Kelantan,173,KK Bunohan,"KK Bunohan, Jalan Pangkalan Kubor 16200 Tumpat, 16200, Tumpat, Kelantan",09-7211033
Kelantan,174,KK Cabang 3 Perol,"KK Cabang 3 Perol, Cabang 3 Perol, 16010, Kota Bharu, Kelantan",09-7123335
Kelantan,175,KK Chekok,"KK Chekok, Chekok, 17060, Pasir Mas, Kelantan",09-7942333
Kelantan,176,KK Chempaka,"KK Chempaka, Jalan Panji, 16100 Kota Bharu, 16100, Kota Bharu, Kelantan",09-7732341
Kelantan,177,KK Cherang Hangus,"KK Cherang Hangus, Cherang Hangus, 17000, Pasir Mas, Kelantan",09-7917969
Kelantan,178,KK Cherang Ruku,"KK Cherang Ruku, Semerak 16700 Pasir Puteh, 16700, Pasir Puteh, Kelantan",09-6912333
Kelantan,179,KK Chiku 3,"KK Chiku 3, Chiku 3, 18300, Gua Musang, Kelantan",09-9285333
Kelantan,180,KK Dabong,"KK Dabong, Dabong, 18200, Kuala Krai, Kelantan",09-9602221
Kelantan,181,KK Gaal,"KK Gaal, Gaal, 16800, Pasir Puteh, Kelantan",09-7867199
Kelantan,182,KK Gemang,"KK Gemang, Kampung Gemang, Ayer Lanas, 17700, Jeli, Kelantan",09-9461501 / 09-9450024
Kelantan,183,KK Geting,"KK Geting, Geting, Pengkalan Kubor, 16200, Tumpat, Kelantan",09-7211137
Kelantan,184,KK Gong Kulim,"KK Gong Kulim, Kampung Kulim, 16800 Pasir Puteh, 16800, Pasir Puteh, Kelantan",09-7520734
Kelantan,185,KK Gua Musang,"KK Gua Musang, 18300 Gua Musang, 18300, Gua Musang, Kelantan",09-9121333
Kelantan,186,KK Gual Ipoh,"KK Gual Ipoh, Kg Gual Ipoh 17500 Tanah Merah, 17500, Tanah Merah, Kelantan",09-9551949
Kelantan,187,KK Gual Periok,"KK Gual Periok, Gual Periok, 17200, Pasir Mas, Kelantan",-
Kelantan,188,KK Gunong,"KK Gunong, 16390 Bachok, 16390, Bachok, Kelantan",09-7834333
Kelantan,189,KK Jelawat,"KK Jelawat, Pejabat Kesihatan Daerah Bachok, 16300, Bachok, Kelantan",09-7788333
Kelantan,190,KK Jeli,"KK Jeli, Jeli, 17600, Jeli, Kelantan",09-9440733
Kelantan,191,KK Jeram,"KK Jeram, Jeram, 16800, Pasir Puteh, Kelantan",09-7867033
Kelantan,192,KK Jeram Tekoh,"KK Jeram Tekoh, Jeram Tekoh, 18300, Gua Musang, Kelantan",09-9126308
Kelantan,193,KK Jerek,"KK Jerek, Kampung Jerek, Wakil Pos Bertam, 18300, Gua Musang, Kelantan",010-5726382
Kelantan,194,KK Joh,"Kampung Joh, Machang",018-3264544
Kelantan,195,KK Kandis,"KK Kandis, Bachok, 16300, Bachok, Kelantan",09-7782825
Kelantan,196,KK Kangkong,"KK Kangkong, Jalan Pasir Mas Tanah Merah 17040 Pasir Mas, 17040, Pasir Mas, Kelantan",09-7943155
Kelantan,197,KK Karangan,"Klinik Kesihatan Karangan, Jalan Kuala Krai, 18000 Kuala Krai, Kelantan",011-10170751
Kelantan,198,KK Kasar,"KK Kasar, Klinik Kesihatan Kasar, Pasir Mas, 17000, Pasir Mas, Kelantan",09-7903352
Kelantan,199,KK Kemahang,"KK Kemahang, Felda Kemahang 17500 Tanah Merah, 17500, Tanah Merah, Kelantan",09-9581192
Kelantan,200,KK Kerilla,"Klinik Kesihatan Kerilla, Jalan Temangan Kerilla, 18400 Temangan",014-8128270
Kelantan,201,KK Keroh,"KK Keroh, Jalan Kuala Krai, 18000, Kuala Krai, Kelantan",09-9609209
Kelantan,202,KK Ketereh,"KK Ketereh, 16450 Kota Bharu, 16450, Kota Bharu, Kelantan",09-7886055
Kelantan,203,KK Kg Bandar,"KK Kg Bandar, Jalan Kemubu, 16600 Pulai Chondong, 16600, Machang, Kelantan",09-9770108 / 014-8370610
Kelantan,204,KK Kijang,"KK Kijang, Jalan PCB Badang, 15350 Kota Bharu, 15350, Kota Bharu, Kelantan",09-7732142
Kelantan,205,KK Kok Lanas,"KK Kok Lanas, Kilometer 25, Jalan Kuala Krai 16450 Kotan Bharu, 16450, Kota Bharu, Kelantan",09-7880900
Kelantan,206,KK Kota Jembal,"KK Kota Jembal, Bandar Kota Jembal, Kedai Lalat, 16150, Kota Bharu, Kelantan",09-7666733
Kelantan,207,KK Kuala Balah,"KK Kuala Balah, Kuala Balah, 17510, Jeli, Kelantan",09-9361233
Kelantan,208,KK Kuala Betis,"KK Kuala Betis, Kuala Betis, 18300, Gua Musang, Kelantan",09-9150103
Kelantan,209,KK Kubang Kerian,"KK Kubang Kerian, Jln Istana Mahkota, Kota Bharu, 16150, Kota Bharu, Kelantan",09-7667330
Kelantan,210,KK Kubang Kual,"KK Kubang Kual, Kubang Kual, 17000, Pasir Mas, Kelantan",09-7904973
Kelantan,211,KK Kuchelong,"KK Kuchelong, Kuchelong, 16090 Bachok, 16090, Bachok, Kelantan",09-7832989
Kelantan,212,KK Labok,"KK Labok, 18500 Labok, Machang, 18400, Machang, Kelantan",09-7878533/ 09-7870703/ 09-7870139
Kelantan,213,KK Laloh,"KK Laloh, Laloh, 18000, Kuala Krai, Kelantan",09-9668826
Kelantan,214,KK Lebir,"KK Lebir, Lebir, 18300, Gua Musang, Kelantan",09-9159001
Kelantan,215,KK Limau Kasturi,"KK Limau Kasturi, Wakil Pos Limau Kasturi, 18300, Gua Musang, Kelantan",010-5795891
Kelantan,216,KK Lojing,"KK Lojing, Lojing, 18300, Gua Musang, Kelantan",09-9221406
Kelantan,217,KK Lubok Bongor,"KK Lubok Bongor, Lubok Bongor, 17600, Jeli, Kelantan",09-9361022
Kelantan,218,KK Lubuk Pukul,"KK Lubuk Pukul, Jalan Kota Bharu - Bachok, 16150, Kota Bharu, Kelantan",09-7640629
Kelantan,219,KK Lundang Paku,"KK Lundang Paku, Jalan Dewan Beta, 15100, Kota Bharu, 15100, Kota Bharu, Kelantan",011-65730466 / 011-65729611
Kelantan,220,KK Machang,"KK Machang, Machang, 18500 Machang, 18500, Machang, Kelantan",09-9751039 / 09-9752333
Kelantan,221,KK Mahligai,"KK Mahligai, Jalan Pasir Puteh Kota Bharu, 16400 Bachok, 16400, Bachok, Kelantan",09-7834213
Kelantan,222,KK Manik Urai,"KK Manik Urai, Manek Urai, 18050, Kuala Krai, Kelantan",09-9665133
Kelantan,223,KK Mata Ayer,"Klinik Kesihatan Mata Ayer, Kampung Mata Ayer, Pulai Chondong, 16600, Machang Kelantan",013-4564778
Kelantan,224,KK Meranti,"KK Meranti, Jln Banggol Che Wan, Meranti, 17000, Pasir Mas, Kelantan",09-7975057/ 09-7978466
Kelantan,225,KK Meranto,"KK Meranto, Kampong Meranto, Gua Musang, 18300, Gua Musang, Kelantan",09-9120610
Kelantan,226,KK Mulong,"KK Mulong, Jalan Kuala Krai - Kota Bharu, 16450, Kota Bharu, Kelantan",09-7124008
Kelantan,227,KK Padang Pak Amat,"KK Padang Pak Amat,  Lot.1617,Kg Padang Pak Amat,Pasir Puteh, 16800,   Pasir Puteh, Kelantan",09-7860601
Kelantan,228,KK Pahi,"KK Pahi, Pahi, 18000, Kuala Krai, Kelantan",09-9609343
Kelantan,229,KK Pangkal Kala,"KK Pangkal Kala, Kampung Pangkal Kala, 17030, Pasir Mas, Kelantan",09-7976925
Kelantan,230,KK Panji,"KK Panji, Jalan Panji Panchor, 16150, Kota Bharu, Kelantan",09-7714046
Kelantan,231,KK Parit,"KK Parit, Jalan Pasir Tumbuh-Tiong, 16400, Kota Bharu, Kelantan",09-7650106
Kelantan,232,KK Pasir Pekan,"KK Pasir Pekan, Pasir Pekan, Wakaf Bharu, Tumpat, 16250, Tumpat, Kelantan",09-7190387
Kelantan,233,KK Pasir Puteh,"KK Pasir Puteh, Pasir Puteh, 16800 Pasir Puteh, 16800, Pasir Puteh, Kelantan",09-7867355
Kelantan,234,KK Penambang,"KK Penambang, Lot No 348-A Jalan Pantai Cahaya Bulan Kg. Penambang, 15350 Kota Bharu, 15350, Kota Bharu, Kelantan",09 7442760
Kelantan,235,KK Pendek,"KK Pendek, Jln Kota Bharu-Salor, 15100, Kota Bharu, Kelantan",09-7012899
Kelantan,236,KK Pengkalan Chepa,"KK Pengkalan Chepa, Pengkalan Chepa, 16100, Kota Bharu, Kelantan",09-7714030
Kelantan,237,KK Pengkalan Kubor,"KK Pengkalan Kubor, Pengkalan Kubor, 16200, Tumpat, Kelantan",09-7211570
Kelantan,238,KK Peria,"Klinik Kesihatan Peria, Kampung Peria, Jalan Kuala Krai, 18000 Kuala Krai, Kelantan",014-8845932
Kelantan,239,KK Peringat,"KK Peringat, Jalan Melor, 16400 Kota Bharu, 16400, Kota Bharu, Kelantan",09-7127433
Kelantan,240,KK Pintu Geng,"KK Pintu Geng, Jln. Pintu Geng, Kota Bharu, 15100, Kota Bharu, Kelantan",09-7471997
Kelantan,241,KK Pos Brooke,"KK Pos Brooke, Pejabat Kesihatan Daerah Gua Musang, 18300, Gua Musang, Kelantan",09-9120610
Kelantan,242,KK Pulai Chondong,"KK Pulai Chondong, Pulau Chondong, 16600, Machang, Kelantan",09-7878333/ 09-7878444
Kelantan,243,KK Rantau Panjang,"KK Rantau Panjang, Jalan Lubok Stol, Rantau Panjang, 17200, Pasir Mas, Kelantan",09-7950333
Kelantan,244,KK Selising,"KK Selising, Selising, 16410, Pasir Puteh, Kelantan",09-7891433
Kelantan,245,KK Sokor,"Klinik Kesihatan Sokor, Kg Sokor, Gual Ipoh, 17500 Tanah Merah, Kelantan",09-9775271
Kelantan,246,KK Star,"KK Star, Kampung Star, 18300, Gua Musang, Kelantan",09-9330088
Kelantan,247,KK Sungai Keladi,"Klinik Kesihatan Sungai Keladi, 17030, Pasir Mas, Kelantan",-
Kelantan,248,KK Sungai Petai,"KK Sungai Petai, Kg. Sungai Petai, 16800, Pasir Puteh, Kelantan",09-7520034
Kelantan,249,KK Sungai Pinang,"KK Sungai Pinang, Sungai Pinang, Palekbang, 16040, Tumpat, Kelantan",09-7255133
Kelantan,250,KK Tanah Merah,"KK Tanah Merah, Jalan Klinik Tanah Merah, 17500 Tanah Merah, 17500, Tanah Merah, Kelantan",09-9556315
Kelantan,251,KK Telok Jering,"Klinik Kesihatan Telok Jering, Kampung Telok Jering, 16210 Tumpat, Kelantan",011-65727221
Kelantan,252,KK Telok Renjuna,"KK Telok Renjuna, Telok Rejuna, 16200, Tumpat, Kelantan",09-7981023
Kelantan,253,KK Temangan,"KK Temangan, Temangan, 18400, Machang, Kelantan",09-9752633/ 09-9755330
Kelantan,254,KK Tendong,"KK Tendong, Tedong, 17030, Pasir Mas, Kelantan",09-7198333
Kelantan,255,KK To' Uban,"KK To' Uban, Jeram, 17050, Pasir Mas, Kelantan",09-7941333
Kelantan,256,KK UTC Kelantan,"KK UTC Kelantan, Level 1 lot 378, Seksyen 16, jalan Hamzah 15050, Kota Bharu, 15050, Kota Bharu, Kelantan","09-7422418 / 
09-7422419"
Kelantan,257,KK Wakaf Bharu,"KK Wakaf Bharu, Wakaf Baru, 16250, Tumpat, Kelantan",09-7196333
Kelantan,258,KK Wakaf Che Yeh,"KK Wakaf Che Yeh, Jalan Pasir Mas Salor, 15100 Kota Bharu, 15100, Kota Bharu, Kelantan",09-7446333
